2018-08-04,15,5,08
2018-08-05,29,6,08
2018-08-06,24,0,08
2018-08-07,22,1,08
2018-08-08,9,2,08
2018-08-09,17,3,08
2018-08-10,9,4,08
2018-08-11,11,5,08
2018-08-12,21,6,08
2018-08-13,23,0,08
2018-08-14,21,1,08
2018-08-15,5,2,08
2018-08-16,25,3,08
2018-08-17,19,4,08
2018-08-18,20,5,08
2018-08-19,21,6,08
2018-08-20,29,0,08
2018-08-21,38,1,08
2018-08-22,6,2,08
2018-08-23,24,3,08
2018-08-24,20,4,08
2018-08-25,20,5,08
2018-08-26,20,6,08
2018-08-27,38,0,08
2018-08-28,32,1,08
2018-08-29,12,2,08
2018-08-30,13,3,08
2018-08-31,25,4,08
2018-09-01,28,5,09
2018-09-02,33,6,09
2018-09-03,33,0,09
2018-09-04,30,1,09
2018-09-05,10,2,09
2018-09-06,16,3,09
2018-09-07,20,4,09
2018-09-08,18,5,09
2018-09-09,28,6,09
2018-09-10,26,0,09
2018-09-11,19,1,09
2018-09-12,4,2,09
2018-09-13,20,3,09
2018-09-14,25,4,09
2018-09-15,20,5,09
2018-09-16,25,6,09
2018-09-17,23,0,09
2018-09-18,17,1,09
2018-09-19,8,2,09
2018-09-20,20,3,09
2018-09-21,19,4,09
2018-09-22,20,5,09
2018-09-23,21,6,09
2018-09-24,28,0,09
2018-09-25,22,1,09
2018-09-26,7,2,09
2018-09-27,20,3,09
2018-09-28,22,4,09
2018-09-29,29,5,09
2018-09-30,23,6,09
2018-10-01,36,0,10
2018-10-02,21,1,10
2018-10-03,9,2,10
2018-10-04,15,3,10
2018-10-05,17,4,10
2018-10-06,20,5,10
2018-10-07,19,6,10
2018-10-08,28,0,10
2018-10-09,0,1,10
2018-10-10,24,2,10
2018-10-11,21,3,10
2018-10-12,13,4,10
2018-10-13,20,5,10
2018-10-14,14,6,10
2018-10-15,34,0,10
2018-10-16,22,1,10
2018-10-17,5,2,10
2018-10-18,15,3,10
2018-10-19,16,4,10
2018-10-20,11,5,10
2018-10-21,13,6,10
2018-10-22,0,0,10
2018-10-23,22,1,10
2018-10-24,26,2,10
2018-10-25,15,3,10
2018-10-26,22,4,10
2018-10-27,15,5,10
2018-10-28,16,6,10
2018-10-29,0,0,10
2018-10-30,13,1,10
2018-10-31,28,2,10
2018-11-01,12,3,11
2018-11-02,19,4,11
2018-11-03,26,5,11
2018-11-04,21,6,11
2018-11-05,0,0,11
2018-11-06,22,1,11
2018-11-07,22,2,11
2018-11-08,15,3,11
2018-11-09,13,4,11
2018-11-10,17,5,11
2018-11-11,24,6,11
2018-11-12,0,0,11
2018-11-13,18,1,11
2018-11-14,23,2,11
2018-11-15,14,3,11
2018-11-16,19,4,11
2018-11-17,20,5,11
2018-11-18,19,6,11
2018-11-19,0,0,11
2018-11-20,24,1,11
2018-11-21,27,2,11
2018-11-22,18,3,11
2018-11-23,19,4,11
2018-11-24,26,5,11
2018-11-25,17,6,11
2018-11-26,0,0,11
2018-11-27,16,1,11
2018-11-28,27,2,11
2018-11-29,14,3,11
2018-11-30,11,4,11
2018-12-01,19,5,12
2018-12-02,13,6,12
2018-12-03,0,0,12
2018-12-04,24,1,12
2018-12-05,20,2,12
2018-12-06,21,3,12
2018-12-07,16,4,12
2018-12-08,16,5,12
2018-12-09,26,6,12
2018-12-10,0,0,12
2018-12-11,23,1,12
2018-12-12,35,2,12
2018-12-13,25,3,12
2018-12-14,14,4,12
2018-12-15,18,5,12
2018-12-16,28,6,12
2018-12-17,0,0,12
2018-12-18,32,1,12
2018-12-19,29,2,12
2018-12-20,13,3,12
2018-12-21,17,4,12
2018-12-22,17,5,12
2018-12-23,20,6,12
2018-12-24,0,0,12
2018-12-25,26,1,12
2018-12-26,28,2,12
2018-12-27,36,3,12
2018-12-28,16,4,12
2018-12-29,20,5,12
2018-12-30,18,6,12
2018-12-31,28,0,12
2019-01-01,37,1,01
2019-01-02,0,2,01
2019-01-03,21,3,01
2019-01-04,38,4,01
2019-01-05,21,5,01
2019-01-06,21,6,01
2019-01-07,0,0,01
2019-01-08,20,1,01
2019-01-09,16,2,01
2019-01-10,16,3,01
2019-01-11,19,4,01
2019-01-12,21,5,01
2019-01-13,18,6,01
2019-01-14,19,0,01
2019-01-15,25,1,01
2019-01-16,15,2,01
2019-01-17,12,3,01
2019-01-18,6,4,01
2019-01-19,13,5,01
2019-01-20,16,6,01
2019-01-21,27,0,01
2019-01-22,27,1,01
2019-01-23,17,2,01
2019-01-24,13,3,01
2019-01-25,14,4,01
2019-01-26,14,5,01
2019-01-27,13,6,01
2019-01-28,22,0,01
2019-01-29,27,1,01
2019-01-30,9,2,01
2019-01-31,12,3,01
2019-02-01,18,4,02
2019-02-02,10,5,02
2019-02-03,15,6,02
2019-02-04,20,0,02
2019-02-05,25,1,02
2019-02-06,17,2,02
2019-02-07,12,3,02
2019-02-08,21,4,02
2019-02-09,14,5,02
2019-02-10,6,6,02
2019-02-11,15,0,02
2019-02-12,25,1,02
2019-02-13,9,2,02
2019-02-14,13,3,02
2019-02-15,20,4,02
2019-02-16,17,5,02
2019-02-17,10,6,02
2019-02-18,20,0,02
2019-02-19,25,1,02
2019-02-20,9,2,02
2019-02-21,5,3,02
2019-02-22,20,4,02
2019-02-23,8,5,02
2019-02-24,13,6,02
2019-02-25,16,0,02
2019-02-26,21,1,02
2019-02-27,13,2,02
2019-02-28,11,3,02
2019-03-01,14,4,03
2019-03-02,11,5,03
2019-03-03,11,6,03
2019-03-04,10,0,03
2019-03-05,25,1,03
2019-03-06,21,2,03
2019-03-07,11,3,03
2019-03-08,12,4,03
2019-03-09,9,5,03
2019-03-10,10,6,03
2019-03-11,21,0,03
2019-03-12,15,1,03
2019-03-13,11,2,03
2019-03-14,9,3,03
2019-03-15,13,4,03
2019-03-16,11,5,03
2019-03-17,18,6,03
2019-03-18,23,0,03
2019-03-19,19,1,03
2019-03-20,3,2,03
2019-03-21,5,3,03
2019-03-22,12,4,03
2019-03-23,9,5,03
2019-03-24,10,6,03
2019-03-25,21,0,03
2019-03-26,16,1,03
2019-03-27,15,2,03
2019-03-28,7,3,03
2019-03-29,9,4,03
2019-03-30,7,5,03
2019-03-31,16,6,03
2019-04-01,20,0,04
2019-04-02,0,1,04
2019-04-03,17,2,04
2019-04-04,8,3,04
2019-04-05,9,4,04
2019-04-06,13,5,04
2019-04-07,5,6,04
2019-04-08,25,0,04
2019-04-09,0,1,04
2019-04-10,0,2,04
2019-04-11,23,3,04
2019-04-12,11,4,04
2019-04-13,8,5,04
2019-04-14,14,6,04
2019-04-15,12,0,04
2019-04-16,18,1,04
2019-04-17,7,2,04
2019-04-18,4,3,04
2019-04-19,18,4,04
2019-04-20,16,5,04
2019-04-21,19,6,04
2019-04-22,8,0,04
2019-04-23,19,1,04
2019-04-24,6,2,04
2019-04-25,9,3,04
2019-04-26,14,4,04
2019-04-27,7,5,04
2019-04-28,8,6,04
2019-04-29,19,0,04
2019-04-30,19,1,04
2019-05-01,7,2,05
2019-05-02,11,3,05
2019-05-03,17,4,05
2019-05-04,6,5,05
2019-05-05,7,6,05
2019-05-06,7,0,05
2019-05-07,21,1,05
2019-05-08,11,2,05
2019-05-09,10,3,05
2019-05-10,7,4,05
2019-05-11,9,5,05
2019-05-12,8,6,05
2019-05-13,14,0,05
2019-05-14,19,1,05
2019-05-15,10,2,05
2019-05-16,12,3,05
2019-05-17,0,4,05
2019-05-18,7,5,05
2019-05-19,3,6,05
2019-05-20,15,0,05
2019-05-21,19,1,05
2019-05-22,14,2,05
2019-05-23,8,3,05
2019-05-24,15,4,05
2019-05-25,6,5,05
2019-05-26,5,6,05
2019-05-27,11,0,05
2019-05-28,20,1,05
2019-05-29,10,2,05
2019-05-30,8,3,05
2019-05-31,19,4,05
2019-06-01,17,5,06
2019-06-02,11,6,06
2019-06-03,18,0,06
2019-06-04,14,1,06
2019-06-05,12,2,06
2019-06-06,8,3,06
2019-06-07,7,4,06
2019-06-08,7,5,06
2019-06-09,8,6,06
2019-06-10,16,0,06
2019-06-11,0,1,06
2019-06-12,21,2,06
2019-06-13,5,3,06
2019-06-14,18,4,06
2019-06-15,15,5,06
2019-06-16,15,6,06
2019-06-17,15,0,06
2019-06-18,0,1,06
2019-06-19,11,2,06
2019-06-20,7,3,06
2019-06-21,9,4,06
2019-06-22,4,5,06
2019-06-23,12,6,06
2019-06-24,16,0,06
2019-06-25,25,1,06
2019-06-26,9,2,06
2019-06-27,10,3,06
2019-06-28,9,4,06
2019-06-29,6,5,06
2019-06-30,6,6,06
2019-07-01,23,0,07
2019-07-02,12,1,07
2019-07-03,10,2,07
2019-07-04,5,3,07
2019-07-05,8,4,07
2019-07-06,9,5,07
2019-07-07,15,6,07
2019-07-08,15,0,07
2019-07-09,22,1,07
2019-07-10,5,2,07
2019-07-11,10,3,07
2019-07-12,7,4,07
2019-07-13,7,5,07
2019-07-14,8,6,07
2019-07-15,16,0,07
2019-07-16,24,1,07
2019-07-17,8,2,07
2019-07-18,10,3,07
2019-07-19,17,4,07
2019-07-20,12,5,07
2019-07-21,8,6,07
2019-07-22,20,0,07
2019-07-23,18,1,07
2019-07-24,7,2,07
2019-07-25,7,3,07
2019-07-26,7,4,07
2019-07-27,6,5,07
2019-07-28,7,6,07
2019-07-29,10,0,07
2019-07-30,12,1,07
2019-07-31,7,2,07
2019-08-01,3,3,08
2019-08-02,8,4,08
2019-08-03,6,5,08
2019-08-04,8,6,08
2019-08-05,18,0,08
2019-08-06,13,1,08
2019-08-07,6,2,08
2019-08-08,8,3,08
2019-08-09,7,4,08
2019-08-10,2,5,08
2019-08-11,5,6,08
2019-08-12,12,0,08
2019-08-13,12,1,08
2019-08-14,6,2,08
2019-08-15,9,3,08
2019-08-16,5,4,08
2019-08-17,3,5,08
2019-08-18,4,6,08
2019-08-19,14,0,08
2019-08-20,22,1,08
2019-08-21,4,2,08
2019-08-22,4,3,08
2019-08-23,7,4,08
2019-08-24,6,5,08
2019-08-25,4,6,08
2019-08-26,15,0,08
2019-08-27,20,1,08
2019-08-28,6,2,08
2019-08-29,13,3,08
2019-08-30,4,4,08
2019-08-31,7,5,08
2019-09-01,5,6,09
2019-09-02,15,0,09
2019-09-03,16,1,09
2019-09-04,4,2,09
2019-09-05,4,3,09
2019-09-06,7,4,09
2019-09-07,1,5,09
2019-09-08,16,6,09
2019-09-09,13,0,09
2019-09-10,19,1,09
2019-09-11,3,2,09
2019-09-12,1,3,09
2019-09-13,11,4,09
2019-09-14,3,5,09
2019-09-15,3,6,09
2019-09-16,18,0,09
2019-09-17,13,1,09
2019-09-18,5,2,09
2019-09-19,5,3,09
2019-09-20,3,4,09
2019-09-21,6,5,09
2019-09-22,7,6,09
2019-09-23,12,0,09
2019-09-24,16,1,09
2019-09-25,5,2,09
2019-09-26,5,3,09
2019-09-27,8,4,09
2019-09-28,10,5,09
2019-09-29,5,6,09
2019-09-30,0,0,09
2019-10-01,11,1,10
2019-10-02,21,2,10
2019-10-03,7,3,10
2019-10-04,6,4,10
2019-10-05,10,5,10
2019-10-06,5,6,10
2019-10-07,7,0,10
2019-10-08,13,1,10
2019-10-09,3,2,10
2019-10-10,5,3,10
2019-10-11,5,4,10
2019-10-12,10,5,10
2019-10-13,11,6,10
2019-10-14,10,0,10
2019-10-15,12,1,10
2019-10-16,6,2,10
2019-10-17,3,3,10
2019-10-18,4,4,10
2019-10-19,6,5,10
2019-10-20,3,6,10
2019-10-21,7,0,10
2019-10-22,9,1,10
2019-10-23,2,2,10
2019-10-24,6,3,10
2019-10-25,17,4,10
2019-10-26,15,5,10
2019-10-27,13,6,10
2019-10-28,26,0,10
2019-10-29,13,1,10
2019-10-30,22,2,10
2019-10-31,17,3,10
2019-11-01,9,4,11
2019-11-02,13,5,11
2019-11-03,14,6,11
2019-11-04,17,0,11
2019-11-05,20,1,11
2019-11-06,0,2,11
2019-11-07,13,3,11
2019-11-08,17,4,11
2019-11-09,11,5,11
2019-11-10,15,6,11
2019-11-11,20,0,11
2019-11-12,9,1,11
2019-11-13,14,2,11
2019-11-14,7,3,11
2019-11-15,8,4,11
2019-11-16,11,5,11
2019-11-17,15,6,11
2019-11-18,25,0,11
2019-11-19,12,1,11
2019-11-20,16,2,11
2019-11-21,13,3,11
2019-11-22,15,4,11
2019-11-23,13,5,11
2019-11-24,10,6,11
2019-11-25,19,0,11
2019-11-26,10,1,11
2019-11-27,12,2,11
2019-11-28,5,3,11
2019-11-29,14,4,11
2019-11-30,9,5,11
2019-12-01,11,6,12
2019-12-02,13,0,12
2019-12-03,20,1,12
2019-12-04,10,2,12
2019-12-05,1,3,12
2019-12-06,12,4,12
2019-12-07,6,5,12
2019-12-08,15,6,12
2019-12-09,9,0,12
2019-12-10,15,1,12
2019-12-11,7,2,12
2019-12-12,8,3,12
2019-12-13,5,4,12
2019-12-14,7,5,12
2019-12-15,7,6,12
2019-12-16,8,0,12
2019-12-17,17,1,12
2019-12-18,5,2,12
2019-12-19,4,3,12
2019-12-20,14,4,12
2019-12-21,11,5,12
2019-12-22,11,6,12
2019-12-23,20,0,12
2019-12-24,11,1,12
2019-12-25,9,2,12
2019-12-26,10,3,12
2019-12-27,11,4,12
2019-12-28,7,5,12
2019-12-29,12,6,12
2019-12-30,8,0,12
2019-12-31,8,1,12
2020-01-01,5,2,01
2020-01-02,9,3,01
2020-01-03,17,4,01
2020-01-04,0,5,01
2020-01-05,13,6,01
2020-01-06,17,0,01
2020-01-07,11,1,01
2020-01-08,7,2,01
2020-01-09,11,3,01
2020-01-10,12,4,01
2020-01-11,10,5,01
2020-01-12,8,6,01
2020-01-13,0,0,01
2020-01-14,9,1,01
2020-01-15,6,2,01
2020-01-16,6,3,01
2020-01-17,11,4,01
2020-01-18,8,5,01
2020-01-19,11,6,01
2020-01-20,4,0,01
2020-01-21,0,1,01
2020-01-22,8,2,01
2020-01-23,10,3,01
2020-01-24,9,4,01
2020-01-25,8,5,01
2020-01-26,5,6,01
2020-01-27,4,0,01
2020-01-28,0,1,01
2020-01-29,12,2,01
2020-01-30,8,3,01
2020-01-31,10,4,01
2020-02-01,9,5,02
2020-02-02,2,6,02
2020-02-03,7,0,02
2020-02-04,0,1,02
2020-02-05,12,2,02
2020-02-06,0,3,02
2020-02-07,4,4,02
2020-02-08,6,5,02
2020-02-09,4,6,02
2020-02-10,10,0,02
2020-02-11,0,1,02
2020-02-12,6,2,02
2020-02-13,3,3,02
2020-02-14,6,4,02
2020-02-15,4,5,02
2020-02-16,10,6,02
2020-02-17,15,0,02
2020-02-18,6,1,02
2020-02-19,0,2,02
2020-02-20,4,3,02
2020-02-21,3,4,02
2020-02-22,3,5,02
2020-02-23,3,6,02
2020-02-24,0,0,02
2020-02-25,5,1,02
2020-02-26,16,2,02
2020-02-27,5,3,02
2020-02-28,3,4,02
2020-02-29,2,5,02
2020-03-01,5,6,03
2020-03-02,6,0,03
2020-03-03,0,1,03
2020-03-04,7,2,03
2020-03-05,4,3,03
2020-03-06,1,4,03
2020-03-07,3,5,03
2020-03-08,2,6,03
2020-03-09,6,0,03
2020-03-10,5,1,03
2020-03-11,3,2,03
2020-03-12,0,3,03
2020-03-13,6,4,03
2020-03-14,3,5,03
2020-03-15,6,6,03
2020-03-16,0,0,03
2020-03-17,0,1,03
2020-03-18,0,2,03
2020-03-19,0,3,03
2020-03-20,0,4,03
2020-03-21,0,5,03
2020-03-22,0,6,03
2020-03-23,0,0,03
2020-03-24,0,1,03
2020-03-25,0,2,03
2020-03-26,0,3,03
2020-03-27,0,4,03
2020-03-28,0,5,03
2020-03-29,0,6,03
2020-03-30,0,0,03
2020-03-31,0,1,03
2020-04-01,0,2,04
2020-04-02,0,3,04
2020-04-03,0,4,04
2020-04-04,0,5,04
2020-04-05,0,6,04
2020-04-06,0,0,04
2020-04-07,0,1,04
2020-04-08,0,2,04
2020-04-09,0,3,04
2020-04-10,0,4,04
2020-04-11,0,5,04
2020-04-12,0,6,04
2020-04-13,0,0,04
2020-04-14,0,1,04
2020-04-15,0,2,04
2020-04-16,0,3,04
2020-04-17,0,4,04
2020-04-18,0,5,04
2020-04-19,0,6,04
2020-04-20,0,0,04
2020-04-21,0,1,04
2020-04-22,0,2,04
2020-04-23,0,3,04
2020-04-24,0,4,04
2020-04-25,0,5,04
2020-04-26,0,6,04
2020-04-27,0,0,04
2020-04-28,0,1,04
2020-04-29,0,2,04
2020-04-30,0,3,04
2020-05-01,0,4,05
2020-05-02,0,5,05
2020-05-03,0,6,05
2020-05-04,0,0,05
2020-05-05,0,1,05
2020-05-06,0,2,05
2020-05-07,0,3,05
2020-05-08,0,4,05
2020-05-09,0,5,05
2020-05-10,0,6,05
2020-05-11,0,0,05
2020-05-12,0,1,05
2020-05-13,0,2,05
2020-05-14,0,3,05
2020-05-15,3,4,05
2020-05-16,7,5,05
2020-05-17,0,6,05
2020-05-18,4,0,05
2020-05-19,6,1,05
2020-05-20,4,2,05
2020-05-21,8,3,05
2020-05-22,8,4,05
2020-05-23,6,5,05
2020-05-24,0,6,05
2020-05-25,7,0,05
2020-05-26,4,1,05
2020-05-27,8,2,05
2020-05-28,3,3,05
2020-05-29,4,4,05
2020-05-30,8,5,05
2020-05-31,0,6,05
2020-06-01,4,0,06
2020-06-02,2,1,06
2020-06-03,3,2,06
2020-06-04,6,3,06
2020-06-05,6,4,06
2020-06-06,3,5,06
2020-06-07,0,6,06
2020-06-08,3,0,06
2020-06-09,6,1,06
2020-06-10,6,2,06
2020-06-11,5,3,06
2020-06-12,5,4,06
2020-06-13,5,5,06
2020-06-14,0,6,06
2020-06-15,6,0,06
2020-06-16,13,1,06
2020-06-17,4,2,06
2020-06-18,1,3,06
2020-06-19,7,4,06
2020-06-20,4,5,06
2020-06-21,5,6,06
2020-06-22,6,0,06
2020-06-23,6,1,06
2020-06-24,4,2,06
2020-06-25,3,3,06
2020-06-26,2,4,06
2020-06-27,6,5,06
2020-06-28,0,6,06
2020-06-29,5,0,06
2020-06-30,7,1,06
2020-07-01,4,2,07
2020-07-02,4,3,07
2020-07-03,7,4,07
2020-07-04,4,5,07
2020-07-05,6,6,07
2020-07-06,7,0,07
2020-07-07,9,1,07
2020-07-08,6,2,07
2020-07-09,3,3,07
2020-07-10,7,4,07
2020-07-11,3,5,07
2020-07-12,5,6,07
2020-07-13,6,0,07
2020-07-14,0,1,07
2020-07-15,6,2,07
2020-07-16,4,3,07
2020-07-17,7,4,07
2020-07-18,4,5,07
2020-07-19,5,6,07
2020-07-20,4,0,07
2020-07-21,9,1,07
2020-07-22,0,2,07
2020-07-23,1,3,07
2020-07-24,3,4,07
2020-07-25,4,5,07
2020-07-26,4,6,07
2020-07-27,0,0,07
2020-07-28,7,1,07
2020-07-29,12,2,07
2020-07-30,0,3,07
2020-07-31,7,4,07
2020-08-01,3,5,08
2020-08-02,6,6,08
2020-08-03,7,0,08
2020-08-04,8,1,08
2020-08-05,2,2,08
2020-08-06,0,3,08
2020-08-07,1,4,08
2020-08-08,2,5,08
2020-08-09,2,6,08
2020-08-10,6,0,08
2020-08-11,0,1,08
2020-08-12,3,2,08
2020-08-13,2,3,08
2020-08-14,7,4,08
2020-08-15,8,5,08
2020-08-16,0,6,08
2020-08-17,4,0,08
2020-08-18,10,1,08
2020-08-19,4,2,08
2020-08-20,5,3,08
2020-08-21,4,4,08
2020-08-22,5,5,08
2020-08-23,6,6,08
2020-08-24,0,0,08
2020-08-25,4,1,08
2020-08-26,8,2,08
2020-08-27,6,3,08
2020-08-28,5,4,08
2020-08-29,6,5,08
2020-08-30,4,6,08
2020-08-31,0,0,08
2020-09-01,9,1,09
2020-09-02,6,2,09
2020-09-03,3,3,09
